city_name,date,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
Alaminos,2024-08-01,1.0,337.12375000000003,0.08875000000000001,4.49625,30.509999999999998,1.06,5.295,6.49375,5.04
Alaminos,2024-08-02,1.5,439.76375,0.45,7.0424999999999995,24.9775,1.61625,9.3925,11.04375,6.88875
Alaminos,2024-08-03,1.0,302.495,0.0475,2.9825,32.3225,0.71875,2.52875,3.2375,3.98
Alaminos,2024-08-04,1.0,314.59375,0.04625,3.11625,42.64875,0.74125,3.95625,4.7625,3.9899999999999998
Alaminos,2024-08-05,1.125,350.06,0.075,4.435,34.33125,0.8975,6.3625,7.2212499999999995,4.215
Alaminos,2024-08-06,1.0,311.25625,0.07125000000000001,2.8325,36.50125,0.58125,4.319999999999999,5.085,2.29375
Alaminos,2024-08-07,1.0,279.96375,0.035,1.4675,40.90375,0.3675,2.09625,2.805,1.01125
Alaminos,2024-08-08,1.0,311.67375,0.02375,1.42625,37.01375,0.3125,3.08625,3.83125,0.765
Alaminos,2024-08-09,1.0,297.4875,0.00875,1.5125,38.08625,0.32,1.93125,2.69125,0.8625
Alaminos,2024-08-10,1.0,260.7725,0.025,1.23125,39.65375,0.2825,1.8575,2.78,0.74125
Alaminos,2024-08-11,1.0,269.115,0.0375,1.2825,29.99625,0.3175,2.19875,3.25375,0.78875
Alaminos,2024-08-12,1.0,281.63374999999996,0.045,1.7962500000000001,20.0725,0.42625,3.085,4.3125,1.13875
Alaminos,2024-08-13,1.0,304.1625,0.09875,2.93375,17.2375,0.65875,3.335,4.3412500000000005,2.3825
Alaminos,2024-08-14,1.0,333.37,0.043750000000000004,4.48375,24.34125,0.885,3.575,4.55125,3.8625
Alaminos,2024-08-15,1.125,374.25875,0.06,4.555,22.575,1.0162499999999999,5.5375,6.665,4.42125
Alaminos,2024-08-16,1.125,323.77375,0.20375000000000001,3.80125,14.1825,1.05,4.70625,5.78,2.6075
Alaminos,2024-08-17,1.5,402.63,1.0050000000000001,6.23625,21.82625,1.61125,11.71875,13.5425,4.775
Alaminos,2024-08-18,1.375,386.3575,0.28375,5.353750000000001,34.36625,1.2825,10.2475,11.883750000000001,5.84375
Alaminos,2024-08-19,1.25,377.18125000000003,0.20750000000000002,6.8325,24.61125,2.6637500000000003,7.92,9.145,6.955
Alaminos,2024-08-20,3.125,629.605,0.36625,10.39125,49.94375,4.23,38.72125,41.335,5.5287500000000005
Alaminos,2024-08-21,2.875,516.11875,0.0325,7.4975000000000005,64.21875,3.53875,34.51375,36.175,3.9587499999999998
Alaminos,2024-08-22,2.625,464.38,0.0175,3.71125,67.235,1.38625,28.912499999999998,29.7925,4.22375
Alaminos,2024-08-23,2.125,459.79125,0.11625,6.425,34.3775,2.25875,17.34125,18.68375,4.27125
Alaminos,2024-08-24,1.875,409.72375,0.265,6.9625,36.75625,2.1375,15.86625,17.37375,5.42375
Alaminos,2024-08-25,2.5,415.56374999999997,0.25875000000000004,8.27,45.2625,3.545,23.275,24.24125,3.3649999999999998
Alaminos,2024-08-26,2.25,563.68125,0.058750000000000004,8.165,36.746249999999996,1.98625,25.30875,26.4125,8.2725
Alaminos,2024-08-27,1.5,376.76125,0.26375,5.3425,28.4425,2.0225,8.7575,9.6625,3.55125
Alaminos,2024-08-28,1.0,264.945,0.12125,2.74,31.91875,1.2037499999999999,2.68,3.3125,1.61375
Alaminos,2024-08-29,1.125,341.7125,0.1275,5.0975,31.4725,2.6625,5.93125,6.62375,1.6825
Alaminos,2024-08-30,1.5,435.59125,0.19125000000000003,6.3375,26.341250000000002,2.12125,9.61125,10.93375,1.9125
Alaminos,2024-08-31,1.5,409.72375,0.17,5.88375,32.61125,2.9125,10.940000000000001,12.07625,3.39125
Angeles City,2024-08-01,2.0,539.065,0.1375,10.3425,26.98,4.4087499999999995,17.34375,19.8475,14.70875
Angeles City,2024-08-02,2.857142857142857,715.7342857142856,0.1942857142857143,16.94,41.94571428571429,6.538571428571428,34.82714285714286,38.06428571428571,16.424285714285713
Angeles City,2024-08-03,4.0,851.155,0.135,17.10875,57.6225,6.43875,62.35625,65.52875,14.63125
Angeles City,2024-08-04,2.5,584.54375,0.24875000000000003,11.13625,33.025,4.5687500000000005,29.3175,31.955000000000002,14.31
Angeles City,2024-08-05,1.5,430.1675,0.17875,5.33,18.1,1.58125,10.55,12.42875,7.66875
Angeles City,2024-08-06,1.5,411.80875000000003,0.45875000000000005,4.455,17.447499999999998,1.11625,7.779999999999999,9.30125,5.047499999999999
Angeles City,2024-08-07,1.375,379.265,0.14875,3.97375,22.09,1.205,6.79875,8.4175,6.1575
Angeles City,2024-08-08,1.0,353.39625,0.12875,2.71375,17.18875,0.615,6.12,7.34875,2.465
Angeles City,2024-08-09,1.0,329.61375,0.065,2.51125,18.18375,0.55125,4.75375,5.91,2.085
Angeles City,2024-08-10,1.0,302.91125,0.0975,2.3425000000000002,16.76625,0.47375,3.61125,4.575,2.11625
Angeles City,2024-08-11,1.0,347.555,0.24875,2.6575,13.0025,0.64,5.70125,7.15125,3.21
Angeles City,2024-08-12,1.25,350.0575,0.385,2.4699999999999998,8.30625,0.63,6.4,7.94625,2.7337499999999997
Angeles City,2024-08-13,1.25,367.99875,0.7887500000000001,3.13625,7.76625,0.8787499999999999,6.4712499999999995,8.49,3.92375
Angeles City,2024-08-14,1.5,407.63625,1.04125,5.07,9.37125,1.55125,8.7775,11.14625,7.96875
Angeles City,2024-08-15,1.5,465.21625,0.8825000000000001,7.2725,9.4825,1.98,10.295,12.605,8.93125
Angeles City,2024-08-16,1.5,521.5425,0.95375,10.02375,11.5175,2.80625,11.33125,13.6725,12.49
Angeles City,2024-08-17,1.75,562.0137500000001,1.88875,11.0425,17.15375,3.32625,14.07875,16.77375,15.495000000000001
Angeles City,2024-08-18,2.25,596.6425,0.15125,12.08125,28.1075,4.86,21.581249999999997,24.41875,16.99875
Angeles City,2024-08-19,2.75,658.39375,0.135,12.6925,33.2825,5.92125,31.50875,35.16125,15.335
Angeles City,2024-08-20,4.125,957.13125,0.10124999999999999,15.08,66.1725,9.9175,71.20125,75.83125,11.83375
Angeles City,2024-08-21,3.75,806.0925,0.08,11.76,66.78625,7.20875,71.8725,75.56375,11.995
Angeles City,2024-08-22,2.75,577.0325,0.11750000000000001,8.4025,48.3475,3.4225000000000003,29.70625,32.40625,9.81375
Angeles City,2024-08-23,2.5,696.7775,0.21625,15.26125,32.58875,5.1925,27.33625,30.79625,11.95125
Angeles City,2024-08-24,2.75,727.2375,0.9425,21.236250000000002,39.63625,7.14625,31.2175,34.39625,13.7075
Angeles City,2024-08-25,2.25,592.0525,0.34125,12.1375,24.47375,3.105,21.72875,23.875,11.161249999999999
Angeles City,2024-08-26,2.0,567.8525,0.08,9.34125,21.1125,2.65875,20.33875,22.21875,11.295
Angeles City,2024-08-27,1.75,540.735,0.88,10.82625,15.76375,3.2025,13.373750000000001,15.64375,11.18375
Angeles City,2024-08-28,1.375,417.23375,1.1262500000000002,5.02125,16.195,1.3325,8.23125,9.908750000000001,6.8625
Angeles City,2024-08-29,1.875,613.75,1.8725,11.0725,14.62875,2.55125,15.42125,17.64625,11.584999999999999
Angeles City,2024-08-30,1.375,423.90999999999997,0.27375,5.83375,17.88875,1.395,10.36,12.127500000000001,4.75625
Angeles City,2024-08-31,2.625,748.51375,0.61,14.86375,33.62625,4.39625,30.7175,34.488749999999996,12.47
Antipolo,2024-08-01,2.625,755.1925,0.56625,14.7775,30.08125,3.32125,29.51625,32.095,12.6275
Antipolo,2024-08-02,2.5,741.00375,0.7575000000000001,13.86,31.08,2.83875,26.925,29.6175,10.91875
Antipolo,2024-08-03,2.875,819.02875,0.55625,14.450000000000001,29.25875,2.8775,35.832499999999996,38.42375,12.48125
Antipolo,2024-08-04,2.25,615.835,0.45125000000000004,7.35625,32.6925,1.4275,21.3875,23.23625,3.2725
Antipolo,2024-08-05,2.625,663.4025,1.1212499999999999,9.719999999999999,34.3775,2.47875,27.255,29.146250000000002,3.4675
Antipolo,2024-08-06,2.5,658.81125,0.06375,9.205,33.73,2.0612500000000002,27.95125,30.027500000000003,3.7075
Antipolo,2024-08-07,2.875,699.28125,0.35125,9.356250000000001,39.02625,2.33,34.11875,35.972500000000004,4.64125
Antipolo,2024-08-08,2.75,682.175,0.1225,11.53625,39.38375,3.2475,33.5075,35.57,7.7525
Antipolo,2024-08-09,1.75,524.87875,0.33,10.6025,23.755000000000003,2.33375,14.03875,15.67625,4.16375
Antipolo,2024-08-10,1.75,463.54625,0.43,8.06375,32.8225,2.16125,11.98,14.2575,4.595
Antipolo,2024-08-11,2.5,658.81,0.34125,11.9025,38.60125,2.96875,28.1225,30.39875,10.22
Antipolo,2024-08-12,2.25,594.5575,0.37,9.095,30.933749999999996,2.4387499999999998,24.59625,26.88375,5.869999999999999
Antipolo,2024-08-13,1.75,510.275,1.9975,7.87875,17.029999999999998,2.25875,12.92,15.1575,3.97125
Antipolo,2024-08-14,2.125,628.77,2.7237500000000003,12.26375,16.26125,3.3025,19.94875,23.302500000000002,9.7925
Antipolo,2024-08-15,2.875,746.43,0.53,18.3525,34.46125,4.70875,32.075,34.72375,13.98625
Antipolo,2024-08-16,2.375,676.75375,0.42,10.37625,27.445,2.3737500000000002,25.4075,27.73125,4.6075
Antipolo,2024-08-17,2.5,575.36375,0.63,9.309999999999999,26.365,2.30125,21.74375,24.445,5.688750000000001
Antipolo,2024-08-18,2.625,584.12625,0.1375,8.286249999999999,35.59625,1.565,27.7425,30.74125,3.66875
Antipolo,2024-08-19,1.875,606.65625,1.5125,9.39125,21.2025,1.9775,19.05625,22.1775,7.94375
Antipolo,2024-08-20,2.25,645.46,0.57375,9.89,30.080000000000002,2.13125,21.93375,24.56,8.6375
Antipolo,2024-08-21,1.5,518.62,1.5475,8.05375,14.091249999999999,1.81125,12.251249999999999,14.245,7.33875
Antipolo,2024-08-22,1.875,562.01125,1.82375,7.393750000000001,16.1475,1.5150000000000001,14.6825,17.2325,5.5325
Antipolo,2024-08-23,2.125,568.6875,2.7075,7.297499999999999,21.935,1.6675,15.716249999999999,18.50125,6.6762500000000005
Antipolo,2024-08-24,2.0,608.32625,1.47,11.23,22.8625,2.60875,17.6925,20.63,11.815
Antipolo,2024-08-25,1.875,545.74125,0.26,8.4125,20.04875,1.37375,16.1275,18.00625,5.06375
Antipolo,2024-08-26,2.5,708.4612500000001,0.32375,10.595,18.30125,1.935,26.91375,29.1925,6.03625
Antipolo,2024-08-27,3.125,722.64625,0.17625000000000002,8.775,38.43,1.55125,35.7125,37.35875,3.975
Antipolo,2024-08-28,1.75,531.5550000000001,0.15375,8.4875,26.151249999999997,1.55625,12.8625,14.59625,2.9387499999999998
Antipolo,2024-08-29,1.75,580.7875,0.155,9.89625,30.555,1.4837500000000001,13.9475,15.27,1.95375
Antipolo,2024-08-30,1.75,481.48875,0.09375,7.22125,31.82875,1.46625,12.466249999999999,14.181249999999999,2.18
Antipolo,2024-08-31,1.5,495.25625,0.0625,5.7175,32.53375,0.98875,12.60875,13.88375,3.05625
Bacolod,2024-08-01,1.0,294.5675,0.017499999999999998,1.7325,26.05,0.3025,4.50375,4.95125,1.87
Bacolod,2024-08-02,1.7142857142857142,333.3085714285714,0.017142857142857144,1.83,52.26571428571429,0.35428571428571426,8.212857142857143,8.620000000000001,1.784285714285714
Bacolod,2024-08-03,1.125,294.98375,0.0125,1.36375,35.00125,0.26625,3.6449999999999996,3.95375,2.0625
Bacolod,2024-08-04,1.0,253.26000000000002,0.02,0.60875,23.26875,0.1225,1.235,1.54125,0.575
Bacolod,2024-08-05,1.0,259.51875,0.0075,0.55625,23.02375,0.13375,0.8275,1.18875,0.39875
Bacolod,2024-08-06,1.0,276.2075,0.0125,1.0,22.57625,0.24625,1.3675,1.7675,0.56875
Bacolod,2024-08-07,1.0,291.64625,0.02125,1.28125,27.31375,0.30875,2.46125,3.15,0.8975
Bacolod,2024-08-08,1.0,293.315,0.02125,0.8325,24.2275,0.24,2.50125,3.10875,0.735
Bacolod,2024-08-09,1.0,244.49875,0.026250000000000002,0.66375,22.619999999999997,0.22125,1.78,2.7475,0.665
Bacolod,2024-08-10,1.0,261.18625000000003,0.024999999999999998,1.07125,20.6075,0.27749999999999997,2.315,2.965,0.7175
Bacolod,2024-08-11,1.0,242.82875,0.0275,0.68375,17.815,0.18375,1.345,2.1225,0.6375
Bacolod,2024-08-12,1.0,235.73625,0.0225,0.64125,19.78,0.15125,1.3825,1.9475,0.58875
Bacolod,2024-08-13,1.0,229.68625,0.01,0.7162499999999999,17.70375,0.15375,1.0775,1.655,0.8362499999999999
Bacolod,2024-08-14,1.0,284.135,0.015,1.49875,24.474999999999998,0.30625,3.795,4.2125,1.17625
Bacolod,2024-08-15,1.0,274.12125000000003,0.0225,1.4875,22.93375,0.27875,3.04875,3.425,1.3775
Bacolod,2024-08-16,1.0,307.50125,0.02375,2.31625,29.56125,0.4775,4.3525,4.79,3.65625
Bacolod,2024-08-17,1.25,296.2375,0.00875,2.11125,31.11375,1.13125,6.39,6.7437499999999995,1.99375
Bacolod,2024-08-18,1.25,257.0175,0.028749999999999998,1.7,17.02125,1.97875,8.69125,9.02125,1.10875
Bacolod,2024-08-19,1.375,259.10125,0.02,2.19625,20.33,2.9975,9.68,10.03875,2.24375
Bacolod,2024-08-20,1.375,265.35875,0.04375,2.22375,24.27375,2.535,8.5325,8.901250000000001,2.3725
Bacolod,2024-08-21,1.375,249.08875,0.02625,1.70125,24.0075,2.49375,9.07375,9.41625,0.8262499999999999
Bacolod,2024-08-22,1.375,244.70749999999998,0.0475,1.885,24.185,2.8925,8.71875,9.105,1.1524999999999999
Bacolod,2024-08-23,1.125,267.03,0.043750000000000004,2.9325,23.33375,2.00125,6.86375,7.23625,3.5175
Bacolod,2024-08-24,1.375,312.50875,0.01625,2.35875,25.59375,0.6475,7.63875,7.93625,2.88
Bacolod,2024-08-25,1.0,307.91875,0.0075,1.08,26.24375,0.15875,2.93,3.1925,0.925
Bacolod,2024-08-26,1.0,333.37125000000003,0.0225,1.33625,24.05125,0.22125,3.1887499999999998,3.47375,0.84875
Bacolod,2024-08-27,1.0,317.93125,0.03,0.9,22.71125,0.245,2.20875,2.62,0.62
Bacolod,2024-08-28,1.0,327.945,0.0125,1.5125,27.73875,0.26,2.995,3.43375,0.71625
Bacolod,2024-08-29,1.0,301.2425,0.005,1.40875,22.4875,0.25125000000000003,2.0975,2.39125,0.74125
Bacolod,2024-08-30,1.0,304.58125,0.01875,1.5125,27.0675,0.31125,3.14875,3.63625,1.0162499999999999
Bacolod,2024-08-31,1.0,330.0325,0.022500000000000003,2.1025,27.7625,0.4075,4.01125,4.34625,2.71625
Bacoor,2024-08-01,3.0,670.4342857142857,0.17285714285714285,14.31,67.73285714285714,7.275714285714287,29.961428571428574,48.80285714285714,3.394285714285714
Bacoor,2024-08-02,4.125,1038.4925,0.615,31.037499999999998,86.41,15.435,55.19,76.82625,5.98
Bacoor,2024-08-03,3.25,643.79125,0.14125000000000001,9.8925,97.27499999999999,6.06625,40.62,54.21125,5.25125
Bacoor,2024-08-04,3.0,617.50375,0.1975,10.44625,61.29,4.68625,29.14,42.33875,5.3525
Bacoor,2024-08-05,1.125,293.315,0.15875,7.88875,45.6875,3.20125,2.40625,11.04875,0.515
Bacoor,2024-08-06,1.0,284.13625,0.1225,6.20125,38.31125,2.7175,2.395,8.06375,0.29875
Bacoor,2024-08-07,1.0,282.885,0.12875,4.4712499999999995,40.18875,2.3899999999999997,1.99375,8.02375,0.31625000000000003
Bacoor,2024-08-08,1.0,275.37624999999997,0.18875,4.3025,35.49375,2.315,1.92375,7.55625,0.28125
Bacoor,2024-08-09,1.0,261.60625,0.13625,4.95875,36.3,2.52,1.57125,7.6274999999999995,0.34375
Bacoor,2024-08-10,1.0,253.26125,0.16875,4.48625,30.155,2.25375,1.55875,6.75375,0.365
Bacoor,2024-08-11,1.0,281.21500000000003,0.15375,4.14875,28.7225,2.27875,2.39875,9.012500000000001,0.50375
Bacoor,2024-08-12,1.0,295.40125,0.395,6.09,20.642500000000002,2.965,3.3875,13.2675,0.6837500000000001
Bacoor,2024-08-13,1.25,326.275,0.4175,7.4175,18.826249999999998,2.8475,3.93625,13.32125,1.18375
Bacoor,2024-08-14,1.5,360.07125,0.395,10.025,16.60625,3.31625,4.955,17.18125,1.53625
Bacoor,2024-08-15,1.5,404.71625,0.38125000000000003,11.467500000000001,23.2125,3.68375,6.69875,20.4825,2.1174999999999997
Bacoor,2024-08-16,2.375,697.615,1.9149999999999998,21.05125,50.72375,7.20625,27.006249999999998,45.87125,4.95
Bacoor,2024-08-17,2.875,771.4662500000001,5.34375,14.8925,58.2375,6.3225,31.103749999999998,50.68125,6.5275
Bacoor,2024-08-18,4.125,1403.57,2.31,37.05875,63.981249999999996,13.50875,73.44875,97.67875,7.1525
Bacoor,2024-08-19,4.75,1895.90375,2.26625,54.87875,47.92375,25.07875,98.25750000000001,120.26124999999999,8.00625
Bacoor,2024-08-20,4.5,1361.84625,2.38125,46.63375,111.07,40.666250000000005,116.02,139.9675,9.4025
Bacoor,2024-08-21,4.625,1310.9450000000002,3.2849999999999997,35.067499999999995,64.8875,29.1475,88.83625,116.15124999999999,8.16125
Bacoor,2024-08-22,3.5,929.5962499999999,0.7862499999999999,21.51125,75.855,9.7375,48.72,69.2375,7.91
Bacoor,2024-08-23,4.25,1054.7662500000001,0.69875,26.738750000000003,98.8525,19.9825,78.93875,102.42999999999999,7.9875
Bacoor,2024-08-24,4.5,1132.37,0.8600000000000001,30.310000000000002,96.55875,18.545,81.335,99.48125,5.52875
Bacoor,2024-08-25,3.625,1110.25625,0.39875,36.15875,63.6475,12.3975,54.2,68.1525,4.42375
Bacoor,2024-08-26,1.25,316.26375,0.17750000000000002,8.92625,39.25,3.0925000000000002,7.3687499999999995,14.9475,0.61
Bacoor,2024-08-27,1.0,251.3825,0.04625,6.415,34.64625,2.16,1.38,6.03,0.2525
Bacoor,2024-08-28,1.0,301.66,0.06874999999999999,3.98,44.0775,1.7725,1.42,5.065,0.255
Bacoor,2024-08-29,1.125,295.81875,0.0225,3.1325,41.0375,1.26125,1.51875,4.12125,0.17125
Bacoor,2024-08-30,1.0,293.315,0.08625000000000001,4.47125,38.7125,1.71,3.47125,6.9,0.38375
Bacoor,2024-08-31,2.875,651.7175,0.47624999999999995,11.17625,106.9075,9.17375,46.54375,56.10874999999999,2.335
Bago City,2024-08-01,1.0,344.635,0.095,4.21625,28.745,1.08875,4.415,5.9975000000000005,3.63625
Bago City,2024-08-02,1.0,289.14125,0.13,2.34625,27.471249999999998,0.58375,1.85,2.69875,1.5450000000000002
Bago City,2024-08-03,1.0,284.13625,0.0375,1.59875,25.3925,0.38,1.29625,1.83125,1.1425
Bago City,2024-08-04,1.0,276.20875,0.02,1.2337500000000001,23.043750000000003,0.29375,0.99625,1.46125,0.88875
Bago City,2024-08-05,1.0,274.125,0.01,1.0887499999999999,26.197499999999998,0.28625,0.8225,1.26,0.6775
Bago City,2024-08-06,1.0,280.79875,0.025,1.155,22.10625,0.3125,0.99125,1.4849999999999999,0.72125
Bago City,2024-08-07,1.0,325.4425,0.1125,2.6225,22.97875,0.74,3.3787499999999997,4.7524999999999995,2.46875
Bago City,2024-08-08,1.0,272.03499999999997,0.08,2.2025,20.13875,0.55,1.635,2.8649999999999998,1.8375
Bago City,2024-08-09,1.0,252.425,0.09625,1.3075,22.9775,0.43125,1.29625,2.0825,1.26125
Bago City,2024-08-10,1.0,265.77750000000003,0.0625,1.79875,19.55625,0.4525,1.7425,2.5075000000000003,1.48125
Bago City,2024-08-11,1.0,252.00875,0.07875,1.7962500000000001,22.44125,0.445,1.68375,2.7425,1.66375
Bago City,2024-08-12,1.0,244.07875,0.0675,1.4075,21.77,0.365,1.3175,2.0125,1.015
Bago City,2024-08-13,1.0,254.93,0.12,2.23625,23.6925,0.6725,1.5425,2.57,2.0875
Bago City,2024-08-14,1.0,263.69,0.13999999999999999,2.5425,21.59125,0.70625,2.01,3.21875,2.2649999999999997
Bago City,2024-08-15,1.0,301.2425,0.20125,3.55625,23.826249999999998,0.94625,3.23625,4.74375,3.5625
Bago City,2024-08-16,1.0,332.53375,0.16875,3.61625,29.838749999999997,0.97,4.16375,5.56375,3.0725
Bago City,2024-08-17,1.5,401.38,0.03625,5.5687500000000005,43.09375,3.07,10.195,12.35625,2.95875
Bago City,2024-08-18,2.0,457.2875,0.07375000000000001,5.6825,59.01,2.6775,14.49875,16.63875,3.8049999999999997
Bago City,2024-08-19,2.0,510.69375,0.025,9.43625,36.47875,3.48375,14.8375,17.77875,4.70625
Bago City,2024-08-20,2.5,468.555,0.09625,6.03125,82.92625,3.75375,23.43375,27.01625,3.28875
Bago City,2024-08-21,2.0,422.6575,0.115,5.48875,70.18375,2.85875,14.9275,18.165,3.88
Bago City,2024-08-22,1.25,341.715,0.037500000000000006,5.125,36.14375,2.73,8.3125,10.4725,2.2
Bago City,2024-08-23,1.25,381.35,0.12250000000000001,5.52,41.8875,2.09,8.575,10.83,3.2312499999999997
Bago City,2024-08-24,1.0,305.83375,0.03375,1.84875,35.80875,0.37,3.13125,3.5925000000000002,1.05375
Bago City,2024-08-25,1.0,281.21625,0.0175,1.275,22.32875,0.28875,1.30125,1.7125,0.8162499999999999
Bago City,2024-08-26,1.0,298.32375,0.03375,1.345,18.49625,0.32,1.33125,1.78125,0.80125
Bago City,2024-08-27,1.0,322.52125,0.06,1.2325,20.04875,0.35125,1.43625,1.9775,0.8775
Bago City,2024-08-28,1.0,282.465,0.02625,1.0425,22.52,0.26625,1.09,1.51125,0.58875
Bago City,2024-08-29,1.0,275.79125,0.0225,1.07125,14.54,0.27625,1.03875,1.415,0.62
Bago City,2024-08-30,1.0,289.97625,0.02,1.52125,33.17125,0.38,1.97,2.6175,0.9237500000000001
Bago City,2024-08-31,1.125,326.6925,0.07625,2.19875,37.97625,0.5775,3.4725,4.3149999999999995,1.86125
Baguio,2024-08-01,1.5,360.49,0.0875,4.0625,27.5375,1.4825,8.61375,9.5825,3.2275
Baguio,2024-08-02,1.375,364.245,0.08875,3.8075,23.22375,1.3375,6.03,7.05875,2.5612500000000002
Baguio,2024-08-03,1.25,343.8,0.049999999999999996,3.73875,28.835,1.32125,5.32,6.04875,3.3474999999999997
Baguio,2024-08-04,1.125,326.69375,0.03,2.7275,30.1975,0.86875,5.2725,5.895,2.175
Baguio,2024-08-05,1.125,367.16625,0.07875,4.1375,29.36,1.4425,7.43625,8.78875,2.37125
Baguio,2024-08-06,1.625,382.60375,0.2275,5.11625,39.875,2.66375,11.775,13.24,2.14125
Baguio,2024-08-07,1.375,339.62875,0.23125,3.575,42.42375,2.0375,8.09,9.215,1.25
Baguio,2024-08-08,1.5,365.495,0.28750000000000003,5.12625,31.74,2.4225,9.18875,10.45875,1.33875
Baguio,2024-08-09,1.0,355.89875,0.058750000000000004,5.82625,26.13,2.605,5.675,6.4525,1.00125
Baguio,2024-08-10,1.0,285.80625,0.0875,3.19125,31.78375,1.2775,3.37,3.9925,0.85375
Baguio,2024-08-11,1.25,322.105,0.2175,3.66875,35.98625,2.40375,6.85125,7.9662500000000005,1.20625
Baguio,2024-08-12,1.0,318.76625,0.1925,4.1525,25.85,2.3687500000000004,6.5275,7.57875,1.135
Baguio,2024-08-13,1.0,322.10375,0.29625,3.7225,15.6675,1.1525,4.6525,5.4475,1.99125
Baguio,2024-08-14,1.125,341.2975,0.195,4.7625,20.38375,1.7037499999999999,6.04875,7.11875,2.27125
Baguio,2024-08-15,1.25,368.83500000000004,0.125,4.327500000000001,24.69875,1.3125,6.81625,7.82125,2.28125
Baguio,2024-08-16,1.125,344.21875,0.20625,4.1987499999999995,25.98375,1.89875,7.99,9.22,1.7487499999999998
Baguio,2024-08-17,1.25,333.78625,0.115,3.415,28.99,1.3050000000000002,9.78,11.425,1.915
Baguio,2024-08-18,1.375,327.52875,0.07125000000000001,3.0725,23.2925,0.8937499999999999,7.61125,8.96625,1.8587500000000001
Baguio,2024-08-19,1.625,359.24,0.035,4.035,27.3125,1.54875,10.5175,12.315,2.91375
Baguio,2024-08-20,2.5,531.55625,0.05625,6.3975,41.25,2.5,26.11625,28.58875,2.97875
Baguio,2024-08-21,2.0,487.32875,0.045,5.983750000000001,29.45375,2.3875,17.92625,19.939999999999998,3.56625
Baguio,2024-08-22,1.875,468.96875,0.07375,5.47125,30.002499999999998,1.885,16.49625,17.865000000000002,3.29875
Baguio,2024-08-23,1.625,430.58500000000004,0.085,5.875,24.44125,2.1375,12.335,14.33,2.89
Baguio,2024-08-24,1.875,393.86875,0.095,4.94,34.39625,1.7475,12.1875,14.14875,2.52375
Baguio,2024-08-25,2.0,476.48,0.08125,4.8875,40.90875,1.355,19.009999999999998,20.56875,2.305
Baguio,2024-08-26,2.125,458.12125000000003,0.025,4.78125,31.7725,1.3399999999999999,19.6075,20.78875,2.19625
Baguio,2024-08-27,2.75,511.11,0.03375,6.17,45.485,2.15125,30.64875,32.17125,1.8525
Baguio,2024-08-28,2.5,418.90250000000003,0.06875,3.85625,52.93,2.1525,20.405,21.93875,1.6975
Baguio,2024-08-29,2.125,483.99,0.04875,6.0025,35.67375,2.1,17.315,18.84625,1.73
Baguio,2024-08-30,1.875,436.01125,0.09125,4.7125,36.71875,2.43125,13.54,15.13625,2.33
Baguio,2024-08-31,2.0,469.805,0.04,4.52,43.11875,1.99875,13.87375,14.9775,2.9387499999999998
Bais,2024-08-01,1.625,400.9625,0.0625,4.2299999999999995,19.6925,1.0262499999999999,11.28125,13.0175,11.02875
Bais,2024-08-02,1.375,335.8725,0.1075,2.7275,10.0075,0.515,7.555000000000001,8.73125,3.3024999999999998
Bais,2024-08-03,1.0,265.35875,0.04875,1.6062500000000002,13.4,0.27625,2.11875,2.60375,1.69875
Bais,2024-08-04,1.0,254.5125,0.055,1.4962499999999999,12.90625,0.2575,1.75625,2.21,1.72375
Bais,2024-08-05,1.0,267.03,0.02625,1.09125,15.28875,0.23750000000000002,1.3725,1.74875,1.12
Bais,2024-08-06,1.0,271.61875,0.02625,0.99,13.389999999999999,0.2,1.69,2.155,1.20125
Bais,2024-08-07,1.0,297.90625,0.08625000000000001,1.8925,12.7675,0.33,3.91875,4.805,2.35
Bais,2024-08-08,1.0,291.64625,0.20375,2.42125,11.97375,0.42375,4.87875,6.2225,2.8225
Bais,2024-08-09,1.125,305.41499999999996,0.165,2.90875,11.9575,0.53125,5.18625,6.279999999999999,3.7474999999999996
Bais,2024-08-10,1.0,259.52,0.061250000000000006,1.75,11.8475,0.27,2.89375,3.6,2.2325
Bais,2024-08-11,1.0,270.785,0.155,1.94375,11.995000000000001,0.3075,4.0325,5.23125,2.3625
Bais,2024-08-12,1.0,254.93,0.05625,1.8162500000000001,14.12625,0.29,2.895,3.665,2.065
Bais,2024-08-13,1.0,288.3075,0.155,2.65125,13.92375,0.54625,4.525,5.57,3.88375
Bais,2024-08-14,1.25,320.85125,0.0975,3.17375,11.46625,0.6,6.75375,8.061250000000001,5.3225
Bais,2024-08-15,1.25,311.6725,0.13999999999999999,2.4075,11.41,0.44125000000000003,6.27875,7.5025,3.48
Bais,2024-08-16,1.5,356.73375,0.17625000000000002,3.67875,17.345,0.88375,8.855,10.37125,8.532499999999999
Bais,2024-08-17,1.5,320.02,0.02,2.1375,32.96875,0.495,8.48625,9.4675,3.79625
Bais,2024-08-18,1.375,326.27625,0.025,2.8825,28.43,0.6225,8.44,9.54375,7.22125
Bais,2024-08-19,1.125,317.515,0.04875,3.8200000000000003,18.93375,0.95875,5.79125,6.96,8.30875
Bais,2024-08-20,1.125,323.77250000000004,0.07375,2.735,27.975,0.69875,7.206250000000001,8.40625,5.95375
